,,Lot Area,Lot Shape,Land Slope,Overall Qual,Overall Cond,Mas Vnr Area,Exter Cond,Bsmt Cond,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Half Bath,Half Bath,Kitchen AbvGr,Functional,Fireplace Qu,Garage Qual,Paved Drive,Pool QC,Misc Val,Mo Sold,bsmt_fin_sf,yr_since_remod,porch_area,wood_deck,open_porch,enclosed_porch,3ssn_porch,screen_porch,large_house,SalePrice,Bsmt Exposure,Garage Finish,Foundation,House Style,Mas Vnr Type,Bldg Type,MS Zoning,Alley,Land Contour,Sale Type,Roof Style,Exterior 1st
train,101,9098,-1,0,4,7,0.0,1,1,2,0,3,0,0,605,0.0,0,1,3,0,0,-1,0,0,7,348.0,5,144,False,False,True,False,False,False,86000.0,-1,0,BrkTil,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,102,16280,0,0,8,9,0.0,3,3,3,-1,3,0,0,1671,0.0,0,1,3,2,1,0,0,0,5,1426.0,1,370,True,True,False,False,False,False,290000.0,-1,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,103,9392,0,0,3,3,0.0,-1,1,0,0,1,0,0,797,0.0,0,1,3,0,0,-1,0,0,9,0.0,59,130,False,True,True,False,False,False,44000.0,-2,0,CBlock,1Story,None,1Fam,C (all),none,Lvl,WD ,Mansard,AsbShng
train,104,12209,-1,0,6,5,0.0,1,1,2,0,3,0,0,1961,0.0,1,1,3,1,1,0,0,0,6,690.0,7,317,True,True,False,False,False,False,215000.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,105,13110,-1,0,5,6,144.0,1,1,3,0,3,0,0,1193,0.0,0,1,3,0,1,0,0,0,7,962.0,34,293,True,True,False,False,False,False,146500.0,-2,1,CBlock,1Story,BrkFace,2fmCon,RL,none,Lvl,WD ,Gable,Plywood
train,106,2651,0,0,7,5,0.0,1,1,3,0,3,0,0,1382,0.0,1,1,3,0,1,0,0,0,4,641.0,6,203,True,True,False,False,False,False,165000.0,-2,-2,PConc,2Story,None,Twnhs,FV,none,Lvl,WD ,Gable,MetalSd
train,107,8520,0,0,6,7,0.0,2,1,-1,-2,1,0,0,2526,0.0,0,1,3,2,1,0,0,0,8,714.0,57,103,True,True,False,False,False,False,136000.0,-2,-2,BrkTil,1.5Fin,None,1Fam,RM,Grvl,Lvl,CWD,Gable,Stucco
train,108,39384,-1,-2,6,6,902.0,1,1,2,0,3,0,0,1390,0.0,1,1,2,2,1,0,0,0,10,1110.0,49,189,False,True,False,False,False,False,252000.0,2,-2,CBlock,1Story,Stone,1Fam,RL,none,Low,WD ,Gable,Wd Sdng
train,109,2628,0,0,7,5,106.0,1,1,0,0,3,0,0,1626,0.0,1,1,3,0,1,0,0,0,6,0.0,7,27,False,True,False,False,False,False,175500.0,-2,-1,PConc,2Story,Stone,Twnhs,RL,none,Lvl,WD ,Gable,VinylSd
train,110,6406,0,0,5,6,0.0,1,1,2,0,1,-1,0,1558,0.0,1,1,3,2,1,0,0,0,10,421.0,59,218,False,True,False,False,True,False,150000.0,-2,-2,BrkTil,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,Wd Sdng
train,111,12342,-1,0,5,5,0.0,1,1,0,0,1,0,0,1422,0.0,0,1,2,1,1,0,0,600,8,0.0,29,36,False,False,True,False,False,False,139900.0,-2,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,Wd Sdng
train,112,6240,0,0,5,7,0.0,1,1,0,0,1,0,0,1573,0.0,0,1,3,2,1,-2,0,0,6,0.0,16,0,False,False,False,False,False,False,162900.0,-2,-2,PConc,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,MetalSd
train,113,10000,-1,0,6,6,261.0,1,1,0,0,1,0,0,1116,0.0,1,1,3,0,1,0,0,0,2,0.0,48,385,False,False,False,False,True,False,160000.0,-2,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,Wd Sdng
train,114,9000,0,0,2,2,0.0,1,0,0,0,-1,0,0,660,0.0,0,1,1,0,0,-1,0,0,6,0.0,59,100,False,False,True,False,False,False,63900.0,none,0,Slab,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,115,11088,0,0,6,5,144.0,1,1,2,0,2,0,0,1707,0.0,0,1,3,1,1,0,0,0,5,832.0,11,0,False,False,False,False,False,False,184000.0,-2,1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,116,17755,0,0,5,4,132.0,1,1,1,0,1,0,0,1466,0.0,1,1,3,2,1,0,0,0,11,176.0,47,240,False,True,False,False,True,False,149900.0,-2,1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,117,4765,-1,0,9,5,260.0,1,1,3,0,3,0,0,1638,0.0,0,1,3,1,1,0,0,0,7,1027.0,8,298,True,True,False,False,False,False,300000.0,1,1,PConc,1Story,BrkFace,TwnhsE,FV,none,Lvl,WD ,Hip,MetalSd
train,118,10532,0,0,5,3,275.0,1,1,-1,0,2,0,0,1721,0.0,0,1,0,1,1,0,0,0,12,988.0,48,134,True,True,False,False,False,False,145000.0,-1,-2,CBlock,1Story,Stone,1Fam,RL,none,Lvl,WD ,Flat,Plywood
train,119,15426,-1,0,6,5,0.0,1,1,3,0,3,0,0,1764,0.0,1,1,3,0,1,0,0,0,8,821.0,12,375,True,True,False,False,False,False,231500.0,-2,-1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,120,13907,0,0,5,6,0.0,1,1,1,0,3,0,0,996,0.0,0,1,3,2,0,0,0,0,7,290.0,39,144,True,False,False,False,False,False,108000.0,-2,0,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,WdShing
train,121,8750,0,0,5,5,0.0,1,1,-1,1,1,0,0,1202,1.0,0,1,3,0,1,0,0,0,11,637.0,53,155,False,True,True,False,False,False,120000.0,-2,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,COD,Gable,BrkFace
train,122,9945,-1,0,5,5,57.0,1,1,-1,0,1,0,0,988,0.0,0,1,3,0,1,0,0,0,10,827.0,46,0,False,False,False,False,False,False,128500.0,-2,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,Wd Sdng
train,123,8960,0,0,5,6,0.0,1,1,0,0,2,-1,0,1028,0.0,0,1,3,2,1,0,0,0,3,0.0,60,130,False,False,True,False,False,False,115000.0,-2,-2,CBlock,1Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,WdShing
train,124,3500,0,0,5,7,0.0,1,1,-2,0,1,0,0,1284,0.0,1,1,3,0,1,0,0,0,4,312.0,59,35,False,True,False,False,False,False,110000.0,-2,-2,CBlock,1.5Fin,None,1Fam,RM,Grvl,Lvl,WD ,Gable,AsbShng
train,125,24572,-1,0,9,3,1050.0,2,1,3,0,1,0,0,2944,0.0,2,1,3,2,1,0,0,0,6,410.0,31,226,True,True,True,False,False,False,150000.0,-2,-1,CBlock,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Mansard,Wd Sdng
train,126,9056,-1,0,8,5,0.0,1,2,0,0,3,0,0,1414,0.0,1,1,3,2,1,0,0,0,10,0.0,2,135,True,True,False,False,False,False,178000.0,1,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,127,12320,-1,0,7,7,0.0,1,1,0,0,3,0,0,1609,0.0,1,1,3,2,1,0,0,0,5,0.0,16,104,False,False,False,False,True,False,199500.0,-2,-2,BrkTil,2Story,None,1Fam,RL,none,HLS,WD ,Gable,Wd Sdng
train,128,8238,-1,0,6,5,0.0,1,1,3,0,3,0,0,1525,0.0,1,1,3,1,1,0,0,0,5,700.0,8,493,True,True,False,False,False,False,183500.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,129,6000,0,0,5,5,0.0,1,1,-1,0,3,0,0,1656,0.0,1,1,0,-2,1,0,0,0,7,257.0,41,280,False,True,False,False,True,False,126000.0,-1,-2,CBlock,SLvl,None,1Fam,RM,none,Lvl,WD ,Hip,HdBoard
train,130,2529,0,0,7,6,0.0,1,1,2,0,-1,0,0,1055,0.0,0,1,3,0,1,0,0,0,9,378.0,31,38,False,True,False,False,False,False,148500.0,-2,-2,CBlock,1Story,None,Twnhs,RL,none,Lvl,WD ,Gable,Plywood
train,131,10800,0,0,5,7,0.0,2,1,0,0,3,0,0,1352,1.0,0,1,3,0,1,0,0,0,8,0.0,3,315,True,False,True,False,False,False,149000.0,-2,-2,BrkTil,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,132,2349,0,0,6,5,0.0,1,1,2,0,1,0,0,1456,0.0,1,1,3,1,1,0,0,0,5,389.0,32,28,False,True,False,False,False,False,137900.0,-2,-2,CBlock,2Story,None,Twnhs,RL,none,Lvl,WD ,Gable,Plywood
train,133,10846,-1,0,8,5,0.0,1,1,3,0,3,0,0,1719,0.0,1,1,3,2,1,0,0,0,5,1619.0,15,152,True,True,False,False,False,False,324000.0,2,1,PConc,1Story,None,TwnhsE,RL,none,Lvl,Con,Gable,BrkFace
train,134,5604,0,0,5,6,0.0,1,1,-1,0,1,-1,0,864,0.0,0,1,3,0,0,0,0,0,4,468.0,58,96,False,False,True,False,False,False,98000.0,-2,0,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Stucco
train,135,1680,0,0,6,5,359.0,1,1,-2,0,1,0,0,987,1.0,1,1,3,0,1,0,0,0,2,458.0,35,52,True,False,False,False,False,False,103400.0,-2,-2,CBlock,2Story,BrkFace,Twnhs,RM,none,Lvl,WD ,Gable,HdBoard
train,136,6342,0,0,5,8,0.0,2,1,0,0,2,0,0,1020,0.0,0,1,3,0,0,-1,0,0,5,0.0,14,176,False,False,True,False,False,False,94000.0,-2,0,CBlock,1.5Fin,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,137,4590,0,0,8,5,108.0,1,2,3,0,3,0,0,1554,0.0,0,1,3,2,1,0,0,0,8,24.0,1,229,True,True,False,False,False,False,209500.0,-1,-1,PConc,1Story,Stone,Twnhs,RL,none,Lvl,WD ,Gable,VinylSd
train,138,18062,-1,0,10,5,662.0,1,1,0,0,3,0,0,3390,0.0,1,1,3,3,1,0,0,0,9,0.0,0,238,True,True,False,False,False,False,545224.0,2,1,PConc,2Story,BrkFace,1Fam,RL,none,HLS,New,Hip,CemntBd
train,139,12900,0,0,6,8,0.0,2,1,0,0,3,0,0,1560,0.0,1,1,3,0,0,-1,0,0,5,0.0,1,512,True,False,False,False,True,False,159900.0,-2,0,PConc,2Story,None,1Fam,RM,Grvl,Lvl,WD ,Gable,Wd Sdng
train,140,19138,0,0,4,5,0.0,1,1,-2,0,3,0,0,864,0.0,0,1,3,0,1,0,0,0,6,120.0,59,0,False,False,False,False,False,False,141000.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,141,8658,-1,0,6,5,0.0,1,1,2,0,3,0,0,1889,0.0,1,1,3,1,1,0,0,0,4,732.0,6,0,False,False,False,False,False,False,215000.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,142,6897,-1,0,5,8,0.0,2,1,2,0,3,0,0,1040,0.0,1,1,3,0,1,0,0,0,4,659.0,0,104,False,True,False,False,False,False,127000.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,143,9525,0,0,5,7,0.0,1,1,1,0,1,0,0,1172,0.0,0,1,3,0,1,0,0,0,6,954.0,12,240,True,False,False,False,False,False,128000.0,1,1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,WdShing
train,144,12853,-1,0,8,5,0.0,1,-2,3,0,3,0,0,1418,0.0,1,1,3,2,1,0,0,0,4,1032.0,0,576,True,True,False,True,False,False,267916.0,-2,-1,PConc,1Story,None,1Fam,FV,Pave,Lvl,New,Gable,CemntBd
train,145,6240,0,0,6,6,0.0,1,-1,-2,0,1,-1,0,1367,0.0,0,1,3,2,1,0,0,0,11,425.0,57,120,False,False,False,False,True,False,127500.0,-2,-2,BrkTil,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,Wd Sdng
train,146,7301,0,0,7,5,500.0,1,0,0,0,3,0,0,1922,0.0,0,1,3,3,1,0,0,0,7,0.0,6,177,False,False,True,False,False,False,198500.0,none,-1,Slab,SFoyer,BrkFace,1Fam,RL,none,Lvl,ConLD,Gable,HdBoard
train,147,12090,-1,0,6,6,210.0,2,1,3,-2,1,0,0,1422,0.0,0,1,3,1,1,0,0,0,6,816.0,27,276,True,False,False,False,False,False,175500.0,-2,1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,148,8826,0,0,7,5,144.0,1,1,3,0,3,0,0,1842,0.0,1,1,3,1,1,0,0,0,7,841.0,7,289,True,True,False,False,False,False,217500.0,-2,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,149,8094,0,0,4,5,0.0,-1,1,0,0,3,0,0,1962,0.0,1,1,3,1,1,0,0,0,6,0.0,60,524,True,False,True,False,False,False,149500.0,-2,-2,CBlock,1.5Fin,None,1Fam,RM,Grvl,Lvl,WD ,Gable,MetalSd
train,150,10710,0,0,5,7,165.0,1,1,1,0,3,0,0,1120,1.0,0,1,3,1,1,0,0,1200,7,644.0,5,162,False,True,False,False,False,False,148800.0,-2,-1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,151,16056,-1,0,9,5,208.0,1,1,3,0,3,0,0,2868,0.0,1,1,3,2,1,0,0,0,7,240.0,0,322,True,True,False,False,False,False,556581.0,1,1,PConc,2Story,Stone,1Fam,RL,none,Lvl,New,Hip,CemntBd
train,152,8400,0,0,6,3,0.0,1,1,2,-1,2,0,0,1478,0.0,1,1,3,2,1,0,0,0,6,850.0,52,330,True,False,False,False,True,False,156500.0,-2,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Hip,BrkFace
train,153,11250,0,0,7,5,0.0,2,2,3,0,3,0,0,1995,0.0,1,1,3,1,1,0,0,0,7,685.0,10,445,True,True,False,False,False,False,237000.0,1,-1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,154,7535,-1,0,5,7,0.0,1,1,1,-2,-1,0,0,912,1.0,0,1,3,0,1,0,0,480,6,390.0,22,297,True,True,False,False,False,False,120000.0,-2,1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,155,12216,-1,0,6,5,0.0,1,1,3,0,3,0,0,1326,0.0,0,1,3,0,1,0,0,2000,6,918.0,2,143,True,True,False,False,False,False,203000.0,1,1,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,156,3701,-1,0,8,5,0.0,1,1,0,0,1,0,0,1204,0.0,0,1,3,0,1,0,0,0,8,0.0,19,190,True,True,False,False,False,False,130000.0,-2,-1,CBlock,1Story,None,TwnhsE,RL,none,Lvl,WD ,Gable,HdBoard
train,157,9760,0,-1,6,6,360.0,1,1,3,-2,1,0,0,1611,0.0,1,1,3,0,1,0,0,0,6,780.0,44,645,True,True,False,False,True,False,167900.0,2,-1,CBlock,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,158,9873,0,0,4,5,160.0,1,1,2,0,1,0,0,960,0.0,0,1,3,0,1,0,0,0,5,789.0,36,288,False,True,False,False,False,False,129000.0,1,-2,CBlock,1Story,BrkFace,2fmCon,RL,none,Lvl,WD ,Gable,HdBoard
train,159,10011,-1,0,5,6,64.0,1,1,1,0,1,0,0,1236,1.0,0,1,2,-1,1,0,0,0,5,360.0,10,0,False,False,False,False,False,False,134450.0,-2,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,160,25339,0,0,5,7,0.0,2,1,0,0,3,0,0,1416,0.0,0,1,3,0,1,-1,0,0,8,0.0,0,112,False,False,True,False,False,False,112000.0,-2,-2,BrkTil,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,161,8883,-1,0,7,5,360.0,1,1,3,-2,3,0,0,1873,0.0,1,1,3,1,1,0,0,0,5,929.0,19,300,True,True,False,False,True,False,207000.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,162,3000,0,0,5,1,0.0,1,-1,0,0,1,0,0,2128,0.0,0,2,-3,0,0,0,0,0,9,0.0,59,56,False,True,False,False,False,False,62500.0,-2,0,BrkTil,2Story,None,Duplex,RM,Grvl,Bnk,WD ,Hip,MetalSd
train,163,2448,0,0,7,5,106.0,1,1,3,0,3,0,0,1626,0.0,1,1,3,0,1,0,0,0,10,573.0,4,27,False,True,False,False,False,False,154000.0,-2,-1,PConc,2Story,Stone,Twnhs,RL,none,Lvl,WD ,Gable,VinylSd
train,164,7100,-1,0,5,7,0.0,1,1,3,0,1,-1,0,816,0.0,0,1,3,0,1,0,0,0,7,708.0,49,0,False,False,False,False,False,False,129900.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,WdShing
train,165,2592,0,0,5,3,0.0,1,1,-1,1,1,0,0,1112,0.0,1,1,3,0,1,0,0,0,4,361.0,34,182,True,False,False,False,False,False,85000.0,-2,-2,CBlock,2Story,None,TwnhsE,RM,none,Lvl,WD ,Gable,CemntBd
train,166,5700,0,0,7,7,0.0,1,1,0,0,1,0,0,1111,0.0,0,1,3,2,1,0,0,0,8,0.0,58,176,False,False,True,False,False,False,116900.0,-2,-2,PConc,1.5Fin,None,1Fam,RM,none,Lvl,WD ,Gable,Wd Sdng
train,167,2289,0,0,6,6,0.0,1,1,2,0,1,0,0,1441,0.0,1,1,3,1,1,0,0,0,4,311.0,31,28,True,False,False,False,False,False,148500.0,-2,-2,CBlock,2Story,None,Twnhs,RL,none,Lvl,WD ,Gable,Plywood
train,168,12180,0,0,4,4,0.0,-1,1,1,0,-1,-1,0,924,0.0,0,1,3,0,1,0,0,0,7,348.0,60,0,False,False,False,False,False,False,80000.0,-2,-2,BrkTil,1.5Fin,None,2fmCon,RL,none,Lvl,WD ,Gable,MetalSd
train,169,7400,-1,0,5,5,0.0,1,1,-2,2,1,0,0,1126,0.0,0,1,3,0,1,0,0,0,3,1060.0,24,178,True,False,False,False,False,False,152000.0,1,-2,PConc,SFoyer,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,170,8842,0,0,5,6,0.0,2,1,0,0,3,0,0,992,0.0,0,1,3,0,1,0,0,0,1,0.0,56,116,True,False,True,False,False,False,155891.0,-2,-2,CBlock,1Story,None,1Fam,RL,none,Lvl,Oth,Gable,VinylSd
train,171,8850,0,0,6,7,0.0,2,1,0,0,3,0,0,1376,0.0,0,1,3,0,1,-2,0,0,2,0.0,57,198,False,True,True,False,False,False,165000.0,-2,-2,PConc,1.5Fin,None,1Fam,RL,Pave,Bnk,WD ,Gable,Wd Sdng
train,172,9215,0,0,7,5,0.0,1,1,0,0,3,0,0,1218,0.0,0,1,3,0,1,0,0,0,4,0.0,0,136,False,True,False,False,False,False,204500.0,-2,-1,PConc,1Story,None,1Fam,FV,none,Lvl,New,Hip,VinylSd
train,173,9480,0,0,5,7,224.0,1,1,-2,0,3,0,0,1644,0.0,1,1,3,2,1,0,0,0,6,386.0,12,168,True,False,False,False,False,False,146500.0,-2,-2,CBlock,2Story,Stone,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,174,11880,-1,0,7,5,206.0,1,1,2,0,1,0,0,1601,0.0,0,1,3,1,1,0,0,0,4,704.0,31,0,False,False,False,False,False,False,157000.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,COD,Gable,Plywood
train,175,10800,0,0,7,7,0.0,1,1,0,0,2,0,0,2495,0.0,0,1,3,2,1,0,0,0,12,0.0,9,299,False,True,False,False,False,False,184000.0,-1,-2,BrkTil,2Story,None,1Fam,RM,none,Lvl,WD ,Gable,Wd Sdng
train,176,7861,-1,0,6,5,0.0,1,1,3,0,3,0,0,1509,0.0,1,1,3,2,1,0,0,0,6,457.0,3,175,True,True,False,False,False,False,183200.0,-2,1,PConc,2Story,None,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,177,11616,0,0,5,5,116.0,1,1,-2,1,1,0,0,1092,1.0,0,1,3,-2,1,0,0,0,9,840.0,47,164,False,True,True,False,False,False,139000.0,-2,-2,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,Wd Sdng
train,178,10542,0,0,7,5,651.0,1,1,3,0,3,0,0,2418,0.0,1,1,3,1,1,0,0,0,8,1173.0,14,620,True,True,True,False,False,False,341000.0,2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,Wd Sdng
train,179,1680,0,0,6,5,504.0,1,1,-1,0,1,0,0,987,0.0,1,1,3,0,1,0,0,0,2,156.0,39,275,True,False,False,False,False,False,96000.0,-2,-2,CBlock,2Story,BrkFace,Twnhs,RM,none,Lvl,COD,Gable,HdBoard
train,180,8546,0,0,4,5,0.0,1,1,0,0,3,0,0,1121,0.0,0,1,3,0,1,0,0,0,3,0.0,6,196,True,True,False,False,False,False,140000.0,-2,-1,PConc,1Story,None,1Fam,RM,none,Lvl,WD ,Gable,VinylSd
train,181,7407,0,0,6,7,0.0,1,1,3,0,1,-1,0,1236,0.0,0,1,3,0,1,0,0,0,4,600.0,14,316,False,True,True,False,False,False,149700.0,-2,-2,CBlock,1Story,None,1Fam,RM,none,Lvl,WD ,Gable,MetalSd
train,182,10140,0,0,5,6,0.0,1,1,2,0,3,0,0,1074,0.0,1,1,3,0,1,0,0,0,7,788.0,31,88,False,True,False,False,False,False,153500.0,-2,-1,CBlock,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,183,14584,0,-1,1,5,0.0,-2,0,0,0,-2,-1,0,733,0.0,0,1,-4,0,-1,-1,0,0,2,0.0,56,0,False,False,False,False,False,False,13100.0,none,-2,Slab,1Story,None,1Fam,A (agr),none,Low,WD ,Gable,AsbShng
train,184,8158,0,0,7,5,252.0,1,1,3,0,3,0,0,1768,0.0,1,1,3,0,1,0,0,0,7,550.0,5,63,False,True,False,False,False,False,224900.0,-2,-1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,185,7500,0,0,7,5,0.0,1,1,0,0,3,0,0,1266,0.0,0,1,3,1,1,0,0,0,4,0.0,1,182,True,True,False,False,False,False,176000.0,-2,-2,PConc,1Story,None,1Fam,FV,Pave,Lvl,WD ,Gable,VinylSd
train,186,10678,0,0,8,5,337.0,1,1,3,0,3,0,0,2872,0.0,1,1,3,1,1,0,0,0,4,700.0,7,33,False,True,False,False,False,False,285000.0,-2,1,PConc,1.5Fin,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,HdBoard
train,187,15256,-1,0,8,5,84.0,1,1,3,0,3,0,0,1464,0.0,0,1,3,0,1,0,0,0,8,929.0,0,328,True,True,False,False,False,False,282922.0,2,-2,PConc,1Story,Stone,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,188,14200,0,0,7,6,309.0,1,1,-1,0,3,0,0,2157,0.0,1,1,3,2,1,0,0,0,5,445.0,40,171,True,True,False,False,False,False,226000.0,-2,1,CBlock,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,189,12438,-1,0,8,5,466.0,1,2,0,0,3,0,0,2576,0.0,1,1,3,2,1,0,0,0,7,0.0,0,424,True,True,False,False,False,False,361919.0,-2,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,New,Hip,VinylSd
train,190,16023,-1,0,9,5,600.0,3,1,3,0,3,0,0,2798,0.0,1,1,3,2,1,0,0,0,3,1218.0,0,219,True,True,False,False,False,False,457347.0,2,1,PConc,2Story,BrkFace,1Fam,RL,none,HLS,New,Hip,VinylSd
train,191,20064,-1,-2,8,6,0.0,1,2,-2,3,3,0,0,1743,0.0,1,1,3,-1,1,0,0,0,5,966.0,31,646,True,False,False,False,False,False,279000.0,2,1,CBlock,1Story,None,1Fam,RL,none,Low,WD ,Shed,Wd Sdng
train,192,9819,-1,-1,6,5,0.0,1,1,2,0,1,0,0,1567,0.0,0,1,3,1,1,0,0,0,5,1567.0,32,296,True,True,False,False,False,False,196000.0,2,-1,PConc,1Story,None,1Fam,RL,none,Lvl,WD ,Gable,Plywood
train,193,10400,0,0,7,5,189.0,1,1,0,0,1,0,0,1370,0.0,0,1,3,1,1,0,0,0,6,0.0,33,0,False,False,False,False,False,False,152000.0,-2,-1,CBlock,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,HdBoard
train,194,11643,0,0,5,5,368.0,1,1,-2,0,1,0,0,2634,1.0,2,2,3,0,1,0,0,0,8,500.0,40,0,False,False,False,False,False,False,200000.0,-2,-2,CBlock,2Story,BrkFace,Duplex,RL,none,Lvl,WD ,Gable,MetalSd
train,195,11645,0,0,8,5,198.0,1,1,3,0,3,0,0,1590,0.0,1,1,3,0,1,0,0,0,8,1122.0,0,256,True,True,False,False,False,False,294900.0,2,1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,New,Hip,VinylSd
train,196,7328,0,0,7,5,140.0,1,1,0,0,3,0,0,1450,0.0,0,1,3,0,1,0,0,0,2,0.0,0,93,False,True,False,False,False,False,224243.0,-2,-1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,New,Gable,VinylSd
train,197,7822,0,0,6,3,0.0,-1,-1,0,0,1,-2,0,1338,0.0,0,1,3,0,1,-1,0,0,5,0.0,56,208,False,False,True,False,False,False,92000.0,-2,-2,BrkTil,1.5Fin,None,1Fam,RL,none,Bnk,WD ,Gable,AsbShng
train,198,9018,-1,0,7,5,0.0,1,1,0,0,3,0,0,1456,0.0,1,1,3,2,1,0,0,0,7,0.0,0,124,True,True,False,False,False,False,179540.0,1,1,PConc,2Story,None,1Fam,RL,none,Lvl,New,Hip,VinylSd
train,199,13472,0,0,10,5,922.0,1,1,3,0,3,0,0,2392,0.0,0,1,3,3,1,0,0,0,6,56.0,6,353,True,True,False,False,False,False,386250.0,2,1,PConc,1Story,BrkFace,1Fam,RL,none,Lvl,WD ,Hip,VinylSd
train,200,1533,0,0,4,5,0.0,1,1,3,0,1,0,0,992,0.0,0,1,3,0,1,0,0,0,7,503.0,37,209,True,True,False,False,False,False,106500.0,1,1,CBlock,SLvl,None,Twnhs,RM,none,Lvl,WD ,Gable,CemntBd
train,201,11003,0,0,10,5,160.0,1,1,3,0,3,0,0,2007,0.0,1,1,3,3,1,0,0,0,4,765.0,1,220,True,True,False,False,False,False,310000.0,1,1,PConc,2Story,Stone,1Fam,FV,none,Lvl,WD ,Gable,VinylSd
train,202,10790,0,0,7,5,275.0,1,1,0,0,3,0,0,2385,0.0,1,1,3,1,1,0,0,0,5,0.0,9,158,True,True,False,False,False,False,252000.0,-2,1,PConc,2Story,BrkFace,1Fam,RL,none,Lvl,WD ,Gable,VinylSd
train,203,7128,0,0,7,5,0.0,2,1,-1,0,2,0,0,1646,0.0,0,1,3,2,1,0,0,0,8,364.0,57,126,False,False,False,False,True,False,164000.0,-2,-2,CBlock,2.5Unf,None,1Fam,RL,none,Lvl,WD ,Gable,MetalSd
train,204,7713,0,0,7,5,16.0,1,1,0,0,3,0,0,1456,0.0,1,1,3,0,1,0,0,0,7,0.0,0,124,True,True,False,False,False,False,177594.0,-2,1,PConc,2Story,Stone,1Fam,RL,none,Lvl,New,Gable,VinylSd
