,,MS SubClass,MS Zoning,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,lot_frontage_ratio,lot_frontage_est,bsmt_fin_sf
train,46,50,RL,10998,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,156.0,GasA,Ex,Y,SBrkr,984,620,0,1604,0.0,0.0,2,0,3,1,TA,6,Min2,0,none,Detchd,1977.0,Unf,2.0,660.0,TA,TA,Y,0,68,0,0,0,0,none,none,none,0,7,2009,WD ,117000.0,0.005455537370430988,60.00000000000001,828.0
train,47,70,RL,7200,Pave,none,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,WdShing,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,Unf,776.0,GasA,TA,Y,SBrkr,851,651,0,1502,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1931.0,RFn,1.0,270.0,TA,TA,P,0,0,112,0,0,0,none,MnPrv,none,0,2,2008,WD ,149000.0,0.008333333333333333,60.0,0.0
train,48,20,RL,9920,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,412.0,GasA,TA,Y,SBrkr,1063,0,0,1063,1.0,0.0,1,0,3,1,TA,6,Typ,0,none,Attchd,1954.0,RFn,1.0,280.0,TA,TA,Y,0,0,164,0,0,0,none,MnPrv,none,0,2,2010,WD ,128000.0,0.008064516129032258,80.0,644.0
train,49,160,RL,2448,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,WdShing,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,764.0,GasA,Ex,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,Gd,6,Typ,0,none,BuiltIn,2003.0,RFn,2.0,474.0,TA,TA,Y,0,27,0,0,0,0,none,none,none,0,10,2008,WD ,155000.0,0.014705882352941176,36.0,0.0
train,50,160,FV,2998,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,403.0,GasA,Ex,Y,SBrkr,768,756,0,1524,0.0,0.0,2,1,2,1,Gd,4,Typ,0,none,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,none,none,none,0,6,2006,WD ,166000.0,0.00801254380316002,24.02160632187374,353.0
train,51,50,RL,7804,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,500.0,GasA,TA,Y,SBrkr,1328,653,0,1981,1.0,0.0,2,0,4,1,Gd,7,Min2,2,TA,Detchd,1981.0,Unf,2.0,576.0,TA,TA,Y,431,44,0,0,0,0,none,MnPrv,none,0,12,2009,WD ,135000.0,0.00832906201947719,65.0,622.0
train,52,60,RL,16692,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,184.0,TA,TA,CBlock,Gd,TA,No,BLQ,LwQ,133.0,GasA,TA,Y,SBrkr,1392,1392,0,2784,1.0,0.0,3,1,5,1,Gd,12,Typ,2,TA,Attchd,1978.0,RFn,2.0,564.0,TA,TA,Y,0,112,0,0,440,519,Fa,MnPrv,TenC,2000,7,2006,WD ,250000.0,0.004792715073088905,80.0,1259.0
train,53,160,RM,1476,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,7,1970,1970,Gable,CompShg,CemntBd,CemntBd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,370.0,GasA,Ex,Y,SBrkr,546,546,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,none,none,0.0,none,0.0,0.0,none,none,Y,200,26,0,0,0,0,none,none,none,0,3,2010,WD ,76000.0,0.014227642276422764,21.0,176.0
train,54,20,RL,10170,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,216.0,GasA,TA,Y,SBrkr,1575,0,0,1575,0.0,0.0,1,1,2,1,Gd,5,Typ,1,Gd,Attchd,1951.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,6,2006,WD ,155000.0,0.007374631268436578,75.0,0.0
train,55,60,RL,9364,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,292.0,GasA,TA,Y,SBrkr,663,689,0,1352,0.0,0.0,1,1,4,1,TA,7,Typ,0,none,Attchd,1969.0,Fin,1.0,299.0,TA,TA,Y,379,36,0,0,0,0,none,MnPrv,none,0,3,2010,WD ,158000.0,0.00854335753951303,80.00000000000001,371.0
train,56,160,FV,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,ALQ,190.0,GasA,Ex,Y,SBrkr,600,600,0,1200,1.0,0.0,2,1,2,1,Gd,4,Typ,0,none,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,none,none,none,0,2,2010,WD ,149500.0,0.009433962264150943,24.0,410.0
train,57,20,RL,9888,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,Unf,450.0,GasA,TA,Y,FuseA,936,0,0,936,0.0,0.0,1,0,2,1,TA,5,Typ,0,none,Attchd,1954.0,Unf,1.0,240.0,TA,TA,Y,0,0,160,0,0,0,none,MnPrv,none,0,3,2006,WD ,121000.0,0.008292880258899677,82.0,486.0
train,58,20,RL,7942,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,ALQ,0.0,GasA,TA,Y,FuseF,1040,0,0,1040,0.0,1.0,1,0,3,1,TA,6,Typ,0,none,Attchd,1953.0,Fin,1.0,293.0,TA,TA,Y,0,0,0,0,0,0,none,MnPrv,none,0,6,2007,WD ,136000.0,0.008562075044069504,68.0,1040.0
train,59,60,RL,15038,Pave,none,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,Unf,778.0,GasA,Gd,Y,SBrkr,916,720,0,1636,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1996.0,Fin,2.0,386.0,TA,TA,Y,168,84,0,0,0,0,none,none,none,0,11,2008,WD ,173000.0,0.008505696994584153,127.90867140455649,138.0
train,60,60,RL,11764,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,628.0,GasA,Ex,Y,SBrkr,1164,1106,0,2270,0.0,0.0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3.0,671.0,TA,TA,Y,132,57,0,0,0,0,none,none,none,0,4,2010,WD ,290000.0,0.007820469228153689,92.0,524.0
train,61,60,FV,9000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CemntBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1120.0,GasA,Ex,Y,SBrkr,1184,1426,0,2610,0.0,0.0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,550.0,TA,TA,Y,208,364,0,0,0,0,none,none,none,0,8,2007,New,303477.0,0.008333333333333333,75.0,64.0
train,62,20,RL,20062,Pave,none,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,328.0,GasA,Gd,Y,SBrkr,1483,0,0,1483,1.0,0.0,1,1,1,1,TA,4,Typ,2,TA,Attchd,1977.0,RFn,2.0,690.0,TA,TA,Y,496,0,0,0,0,0,none,none,none,0,4,2010,WD ,270000.0,0.00801254380316002,160.74765377899632,1092.0
train,63,50,RM,7308,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,1920,1950,Gable,CompShg,WdShing,WdShing,None,0.0,Fa,Fa,BrkTil,TA,TA,No,Rec,Unf,576.0,GasA,Gd,N,FuseA,960,780,0,1740,0.0,0.0,1,0,2,1,Ex,6,Typ,1,Gd,Detchd,1920.0,Unf,1.0,225.0,Fa,Fa,N,0,0,236,0,0,0,none,none,none,0,6,2008,WD ,122250.0,0.011083743842364532,81.0,360.0
train,64,20,RL,8750,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,727.0,GasA,Gd,Y,FuseA,1382,0,0,1382,0.0,1.0,1,0,3,1,Gd,6,Typ,0,none,Attchd,1955.0,Unf,1.0,350.0,TA,TA,Y,280,0,0,0,0,0,none,GdWo,none,0,7,2009,WD ,153000.0,0.008,70.0,655.0
train,65,20,RL,8402,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,914.0,GasA,Ex,Y,SBrkr,1120,0,0,1120,0.0,0.0,1,0,3,1,TA,6,Typ,0,none,none,0.0,none,0.0,0.0,none,none,Y,0,30,0,0,0,0,none,none,none,0,12,2007,New,147000.0,0.008331349678647942,70.0,206.0
train,66,70,RL,4000,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,GLQ,Unf,285.0,GasA,TA,Y,SBrkr,567,531,0,1098,1.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1930.0,Unf,1.0,216.0,TA,TA,Y,0,0,0,0,0,0,none,MnPrv,none,0,6,2007,WD ,148500.0,0.01575,63.0,246.0
train,67,160,RM,3363,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,976.0,GasA,Ex,Y,SBrkr,976,732,0,1708,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,none,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,none,none,none,0,4,2006,WD ,130000.0,0.00951531370799881,31.999999999999996,0.0
train,68,20,RL,13615,Pave,none,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Stone,510.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1802.0,GasA,Ex,Y,SBrkr,1802,0,0,1802,0.0,0.0,2,1,3,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,843.0,TA,TA,Y,158,105,0,0,0,0,none,none,none,0,6,2007,WD ,372000.0,0.006904149834741094,94.0,0.0
train,69,120,RL,3013,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1346.0,GasA,Ex,Y,SBrkr,1506,0,0,1506,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,440.0,TA,TA,Y,142,20,0,0,0,0,none,none,none,0,4,2006,WD ,213490.0,0.014271490209093926,43.0,16.0
train,70,20,RL,17485,Pave,none,IR2,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,96.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,162.0,GasA,Ex,Y,SBrkr,1508,0,0,1508,1.0,0.0,1,0,1,1,Gd,5,Typ,2,TA,Attchd,2009.0,RFn,2.0,572.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,1,2010,Con,308030.0,0.0025164426651415497,44.0,1346.0
train,71,20,RL,23730,Pave,none,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,1140.0,GasA,Ex,Y,SBrkr,2032,0,0,2032,1.0,0.0,3,0,3,1,Gd,7,Typ,0,none,Attchd,1996.0,Fin,3.0,786.0,TA,TA,Y,0,46,192,0,0,0,none,none,none,0,9,2008,WD ,300000.0,0.00801254380316002,190.13766444898727,700.0
train,72,20,RL,8910,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,0.0,GasA,Ex,Y,SBrkr,1194,0,0,1194,0.0,1.0,1,0,3,1,TA,6,Typ,1,Fa,BuiltIn,1954.0,Fin,2.0,539.0,TA,TA,Y,0,0,192,0,0,0,none,none,none,0,7,2006,WD ,159500.0,0.008866442199775533,79.0,655.0
train,73,160,RM,2522,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,970.0,GasA,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,none,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,none,none,none,0,4,2006,WD ,137500.0,0.00951625693893735,23.999999999999996,0.0
train,74,20,RL,8688,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1616.0,GasA,Ex,Y,SBrkr,1616,0,0,1616,0.0,0.0,2,0,3,1,Gd,7,Typ,0,none,Attchd,2005.0,RFn,3.0,834.0,TA,TA,Y,208,59,0,0,0,0,none,none,none,0,4,2006,WD ,232000.0,0.008402394106813996,73.0,0.0
train,75,30,RM,6291,Grvl,none,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,WdShing,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,768.0,GasA,TA,Y,SBrkr,768,0,0,768,0.0,0.0,1,0,1,1,TA,4,Typ,0,none,Detchd,1930.0,Unf,2.0,440.0,TA,TA,N,0,0,84,0,0,0,none,none,none,0,7,2008,WD ,93850.0,0.00801254380316002,50.40691306567968,0.0
train,76,30,RL,17529,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,Stone,65.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,872.0,GasA,Fa,N,FuseF,872,0,0,872,0.0,0.0,1,0,2,1,Fa,5,Mod,1,Gd,Detchd,1924.0,Unf,1.0,322.0,Fa,Fa,N,0,0,116,0,0,0,none,none,none,0,4,2006,WD ,105000.0,0.00801254380316002,140.451880325592,0.0
train,77,30,RM,6324,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,520.0,GasA,Fa,N,SBrkr,520,0,0,520,0.0,0.0,1,0,1,1,Fa,4,Typ,0,none,Detchd,1920.0,Unf,1.0,240.0,Fa,TA,Y,49,0,87,0,0,0,none,none,none,0,5,2008,WD ,68500.0,0.009487666034155597,60.0,0.0
train,78,90,RL,11600,Pave,none,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,662.0,GasA,TA,Y,FuseA,1105,1169,0,2274,0.0,0.0,2,0,5,2,TA,12,Typ,0,none,Detchd,1960.0,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,1,2010,WD ,154300.0,0.006896551724137931,80.0,443.0
train,79,50,RM,7288,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,TA,Po,No,Unf,Unf,936.0,GasA,Ex,Y,SBrkr,936,665,0,1601,0.0,0.0,2,0,3,1,TA,6,Typ,0,none,none,0.0,none,0.0,0.0,none,none,N,0,0,0,176,0,0,none,none,none,0,9,2007,WD ,129850.0,0.006860592755214051,50.0,0.0
train,80,70,RM,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,448.0,GasA,Ex,Y,SBrkr,616,616,0,1232,0.0,0.0,1,0,3,1,TA,6,Typ,0,none,Detchd,1920.0,Unf,2.0,480.0,Fa,Fa,Y,280,0,143,0,0,0,none,none,none,0,6,2007,WD ,114000.0,0.007656967840735069,35.0,168.0
train,81,20,RL,17423,Pave,none,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,312.0,GasA,Ex,Y,SBrkr,2234,0,0,2234,1.0,0.0,2,0,1,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3.0,1166.0,TA,TA,Y,0,60,0,0,0,0,none,none,none,0,7,2009,New,501837.0,0.0036159100040176776,63.0,1904.0
train,82,50,RM,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,876.0,GasA,Gd,Y,SBrkr,876,540,0,1416,0.0,0.0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3.0,720.0,TA,TA,Y,418,0,194,0,0,0,none,none,none,0,6,2008,WD ,153900.0,0.007895775759968417,100.0,0.0
train,83,20,RL,9000,Pave,none,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,624.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,none,Detchd,1986.0,Unf,2.0,576.0,TA,TA,Y,200,0,0,0,0,0,none,GdWo,none,0,7,2009,WD ,130000.0,0.006666666666666667,60.00000000000001,240.0
train,84,120,RM,4500,Pave,none,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1997,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,197.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,325.0,GasA,Ex,Y,SBrkr,1189,0,0,1189,1.0,0.0,2,0,2,1,TA,4,Typ,0,none,Attchd,1997.0,RFn,2.0,392.0,TA,TA,Y,0,122,0,0,0,0,none,none,none,0,4,2008,WD ,160500.0,0.0071111111111111115,32.0,864.0
train,85,120,RL,6373,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572.0,Ex,TA,PConc,Ex,Gd,No,GLQ,Unf,1251.0,GasA,Ex,Y,SBrkr,1666,0,0,1666,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,575.0,TA,TA,Y,228,75,0,0,0,0,none,none,none,0,6,2006,New,310090.0,0.007531774674407657,48.0,415.0
train,86,20,RL,10083,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,none,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,343.0,GasA,Ex,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,2,1,Gd,5,Typ,0,none,Attchd,2003.0,RFn,2.0,555.0,TA,TA,Y,0,41,0,0,0,0,none,none,none,0,8,2009,WD ,184900.0,0.006644847763562432,67.0,833.0
train,87,20,RL,13300,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,551.0,GasA,TA,Y,SBrkr,928,0,0,928,0.0,0.0,1,0,2,1,TA,4,Typ,0,none,Attchd,1956.0,Unf,1.0,252.0,TA,TA,Y,261,0,156,0,0,0,none,none,none,0,6,2007,WD ,132000.0,0.005263157894736842,70.0,377.0
train,88,20,RL,9600,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,Rec,588.0,GasA,TA,Y,SBrkr,1336,0,0,1336,0.0,1.0,2,0,3,1,TA,6,Typ,1,Fa,Attchd,1969.0,RFn,2.0,502.0,TA,TA,Y,312,11,0,0,0,0,none,none,Shed,650,8,2009,WD ,163000.0,0.008333333333333333,80.0,700.0
train,89,160,FV,3215,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,320.0,GasA,Ex,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,none,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,none,none,none,0,4,2010,ConLD,155000.0,0.00933125972006221,30.000000000000004,280.0
train,90,80,RL,11104,Pave,none,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1969,1969,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,599.0,GasA,Gd,Y,SBrkr,1427,0,0,1427,0.0,1.0,2,0,4,1,TA,7,Typ,0,none,Attchd,1969.0,RFn,2.0,516.0,TA,TA,Y,0,0,0,0,216,0,none,none,none,0,5,2008,WD ,183000.0,0.00801254380316002,88.97128639028887,828.0
train,91,60,RL,15295,Pave,none,IR3,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,254.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,98.0,GasA,Ex,Y,SBrkr,1212,780,0,1992,1.0,0.0,2,1,3,1,Gd,7,Min2,2,TA,Attchd,1996.0,RFn,2.0,608.0,TA,TA,Y,225,32,0,0,0,0,none,none,none,0,6,2007,WD ,211000.0,0.008505696994584153,130.09463553216463,762.0
train,92,60,RL,9109,Pave,none,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,122.0,GasA,Ex,Y,SBrkr,754,786,0,1540,1.0,0.0,2,1,3,1,Gd,6,Typ,0,none,Attchd,1994.0,RFn,2.0,495.0,TA,TA,Y,140,32,0,0,0,0,none,none,none,0,10,2009,WD ,184000.0,0.007684707432209902,70.0,632.0
train,93,90,RL,7018,Pave,none,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,none,none,none,none,none,0.0,GasA,TA,Y,SBrkr,1535,0,0,1535,0.0,0.0,2,0,4,2,TA,8,Typ,0,none,Attchd,1979.0,Unf,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,none,GdPrv,none,0,6,2009,WD ,118858.0,0.009119407238529496,64.0,0.0
